acc_num,protein,date,country,host,strain,isolate
AJ606347_1,coat_protein,21_DEC_2004,Italy,grapevine,no_value,SS_5_2
AJ606348_1,coat_protein,21_DEC_2004,Italy,grapevine,no_value,SS_5_1
AJ606349_1,coat_protein,21_DEC_2004,Italy,grapevine,no_value,MN_18
AJ606350_1,coat_protein,21_DEC_2004,Italy,grapevine,no_value,MT_38
AJ606351_1,coat_protein,21_DEC_2004,Italy,grapevine,no_value,MT_48
AJ606352_1,coat_protein,21_DEC_2004,Syria,grapevine,no_value,SY_2_3
AJ606353_1,coat_protein,21_DEC_2004,Tunisia,grapevine,no_value,TU_16
AJ606354_1,coat_protein,21_DEC_2004,Israel,grapevine,no_value,IL_1_2
AJ606355_1,coat_protein,21_DEC_2004,Israel,grapevine,no_value,IL_1_1
AJ606356_1,coat_protein,21_DEC_2004,China,grapevine,no_value,CH_5_1
AJ606357_1,coat_protein,21_DEC_2004,China,grapevine,no_value,CH_5_2
AJ606358_1,coat_protein,21_DEC_2004,Nigeria,grapevine,no_value,NIG_3_2
AY753208_1,coat_protein,13_OCT_2004,Brazil,grapevine,no_value,Pet_4
DQ062152_1,coat_protein,12_JUN_2005,Brazil,no_value,no_value,Pet_3
DQ119574_1,coat_protein,06_AUG_2005,China,no_value,no_value,Dawanhong_No_2
DQ680141_1,coat_protein,24_JUL_2006,Brazil,no_value,no_value,Pet_1
DQ680142_1,coat_protein,24_JUL_2006,Brazil,no_value,no_value,Pet_2
DQ911148_1,coat_protein,25_SEP_2006,China,vitis,no_value,SL10
EF445655_1,major_coat_protein,13_MAR_2007,France,Vitis_vinifera_cv_Muskat_Blume_Metis_Oberlin,no_value,CB19
EF508151_1,coat_protein,21_APR_2007,New_Zealand,no_value,no_value,NZ_1
EU259806_1,coat_protein,28_MAR_2008,South_Africa,no_value,no_value,GP18
EU344893_1,35_kDa_coat_protein,29_MAY_2008,Chile,grapevine,no_value,Cl_766
EU344894_1,35_kDa_coat_protein,29_MAY_2008,Chile,grapevine,no_value,Cl_817
EU344895_1,35_kDa_coat_protein,29_MAY_2008,Chile,grapevine,no_value,Cl_664
EU344896_1,35_kDa_coat_protein,29_MAY_2008,Chile,grapevine,no_value,Cl_765
GQ352631_1,coat_protein,01_AUG_2010,South_Africa,Vitis_vinifera_cultivar_Cabernet_Sauvignon,no_value,621
GQ352632_1,coat_protein,01_AUG_2010,South_Africa,Vitis_vinifera_cultivar_Ruby_Cabernet,no_value,623
GQ352633_1,coat_protein,01_AUG_2010,South_Africa,no_value,no_value,PL_20
GU983863_1,coat_protein,2005,USA,Vitis_vinifera_cv_Merlot,no_value,WA_MR
HG931889_1,coat_protein,08_DEC_2014,Algeria,Dattier_de_Beyrouth,no_value,ALG2
HG931890_1,coat_protein,08_DEC_2014,Algeria,Dattier_de_Beyrouth,no_value,ALG9
HG931891_1,coat_protein,08_DEC_2014,Algeria,Gros_noir_des_Beni_Abbes,no_value,ALG25
HG931892_1,coat_protein,08_DEC_2014,Algeria,King_s_Ruby,no_value,ALG63
HG931893_1,coat_protein,08_DEC_2014,Algeria,King_s_Ruby,no_value,ALG68
HG931894_1,coat_protein,08_DEC_2014,Algeria,King_s_Ruby,no_value,ALG71
HG931895_1,coat_protein,08_DEC_2014,Algeria,Muscat_d_Alexandrie,no_value,ALG112
HG931896_1,coat_protein,08_DEC_2014,Algeria,cardinal,no_value,ALG114
HM059034_1,coat_protein,21_Sep_2009,Brazil,grapevine_cv_Isabel,no_value,IS2
HQ130283_1,coat_protein,16_Jun_2009,USA_California_Napa_Valley,Vitis_vinifera_cv_Merlot,no_value,3_3
HQ130284_1,coat_protein,16_Jun_2009,USA_California_Napa_Valley,Vitis_vinifera_cv_Merlot,no_value,3_5
HQ130285_1,coat_protein,16_Jun_2009,USA_California_Napa_Valley,Vitis_vinifera_cv_Merlot,no_value,3_7
HQ130286_1,coat_protein,16_Jun_2009,USA_California_Napa_Valley,Vitis_vinifera_cv_Merlot,no_value,3_8
HQ130287_1,coat_protein,16_Jun_2009,USA_California_Napa_Valley,Vitis_vinifera_cv_Merlot,no_value,3_12
HQ130288_1,coat_protein,16_Jun_2009,USA_California_Napa_Valley,Vitis_vinifera_cv_Merlot,no_value,3_13
HQ130289_1,coat_protein,16_Jun_2009,USA_California_Napa_Valley,Vitis_vinifera_cv_Merlot,no_value,3_14
HQ130290_1,coat_protein,16_Jun_2009,USA_California_Napa_Valley,Vitis_vinifera_cv_Merlot,no_value,3_15
HQ130291_1,coat_protein,16_Jun_2009,USA_California_Napa_Valley,Vitis_vinifera_cv_Merlot,no_value,3_16
HQ130292_1,coat_protein,16_Jun_2009,USA_California_Napa_Valley,Vitis_vinifera_cv_Merlot,no_value,3_17
HQ130293_1,coat_protein,16_Jun_2009,USA_California_Napa_Valley,Vitis_vinifera_cv_Merlot,no_value,3_21
HQ130294_1,coat_protein,16_Jun_2009,USA_California_Napa_Valley,Vitis_vinifera_cv_Merlot,no_value,3_23
HQ130295_1,coat_protein,08_Jul_2009,USA_California_Napa_Valley,Vitis_vinifera_cv_Merlot,no_value,6_6
HQ130296_1,coat_protein,08_Jul_2009,USA_California_Napa_Valley,Vitis_vinifera_cv_Merlot,no_value,6_8
HQ130297_1,coat_protein,08_Jul_2009,USA_California_Napa_Valley,Vitis_vinifera_cv_Merlot,no_value,6_11
HQ130298_1,coat_protein,08_Jul_2009,USA_California_Napa_Valley,Vitis_vinifera_cv_Merlot,no_value,6_12
HQ130299_1,coat_protein,08_Jul_2009,USA_California_Napa_Valley,Vitis_vinifera_cv_Merlot,no_value,6_15
HQ130300_1,coat_protein,08_Jul_2009,USA_California_Napa_Valley,Vitis_vinifera_cv_Merlot,no_value,6_18
HQ130301_1,coat_protein,03_Aug_2009,USA_California_Napa_Valley,Vitis_vinifera_cv_Merlot,no_value,6_102
HQ130302_1,coat_protein,03_Aug_2009,USA_California_Napa_Valley,Vitis_vinifera_cv_Merlot,no_value,6_113
HQ130303_1,coat_protein,03_Aug_2009,USA_California_Napa_Valley,Vitis_vinifera_cv_Merlot,no_value,6_114
HQ130304_1,coat_protein,03_Aug_2009,USA_California_Napa_Valley,Vitis_vinifera_cv_Merlot,no_value,6_115
HQ130305_1,coat_protein,03_Aug_2009,USA_California_Napa_Valley,Vitis_vinifera_cv_Merlot,no_value,6_120
HQ130306_1,coat_protein,03_Aug_2009,USA_California_Napa_Valley,Vitis_vinifera_cv_Merlot,no_value,6_122
HQ130307_1,coat_protein,03_Aug_2009,USA_California_Napa_Valley,Vitis_vinifera_cv_Merlot,no_value,6_124
HQ130308_1,coat_protein,08_Jul_2009,USA_California_Napa_Valley,Vitis_vinifera_cv_Merlot,no_value,7_3
HQ130309_1,coat_protein,03_Aug_2009,USA_California_Napa_Valley,Vitis_vinifera_cv_Merlot,no_value,7_110
HQ130310_1,coat_protein,03_Aug_2009,USA_California_Napa_Valley,Vitis_vinifera_cv_Merlot,no_value,7_112
HQ130311_1,coat_protein,03_Aug_2009,USA_California_Napa_Valley,Vitis_vinifera_cv_Merlot,no_value,7_123
HQ130312_1,coat_protein,03_Aug_2009,USA_California_Napa_Valley,Vitis_vinifera_cv_Merlot,no_value,7_124
HQ130313_1,coat_protein,03_Aug_2009,USA_California_Napa_Valley,Vitis_vinifera_cv_Merlot,no_value,8_1
HQ130314_1,coat_protein,03_Aug_2009,USA_California_Napa_Valley,Vitis_vinifera_cv_Merlot,no_value,8_5
HQ130315_1,coat_protein,03_Aug_2009,USA_California_Napa_Valley,Vitis_vinifera_cv_Merlot,no_value,8_6
HQ130316_1,coat_protein,03_Aug_2009,USA_California_Napa_Valley,Vitis_vinifera_cv_Merlot,no_value,8_8
HQ130317_1,coat_protein,03_Aug_2009,USA_California_Napa_Valley,Vitis_vinifera_cv_Merlot,no_value,8_12
HQ130318_1,coat_protein,03_Aug_2009,USA_California_Napa_Valley,Vitis_vinifera_cv_Merlot,no_value,8_13
HQ130319_1,coat_protein,03_Aug_2009,USA_California_Napa_Valley,Vitis_vinifera_cv_Merlot,no_value,8_14
HQ130320_1,coat_protein,03_Aug_2009,USA_California_Napa_Valley,Vitis_vinifera_cv_Merlot,no_value,8_19
HQ130321_1,coat_protein,03_Aug_2009,USA_California_Napa_Valley,Vitis_vinifera_cv_Merlot,no_value,8_21
HQ130322_1,coat_protein,03_Aug_2009,USA_California_Napa_Valley,Vitis_vinifera_cv_Merlot,no_value,8_24
HQ130323_1,coat_protein,03_Aug_2009,USA_California_Napa_Valley,Vitis_vinifera_cv_Merlot,no_value,8_26
HQ130324_1,coat_protein,03_Aug_2009,USA_California_Napa_Valley,Vitis_vinifera_cv_Merlot,no_value,8_29
HQ130325_1,coat_protein,03_Aug_2009,USA_California_Napa_Valley,Vitis_vinifera_cv_Merlot,no_value,8_33
HQ130326_1,coat_protein,03_Aug_2009,USA_California_Napa_Valley,Vitis_vinifera_cv_Merlot,no_value,9_14
HQ130327_1,coat_protein,03_Aug_2009,USA_California_Napa_Valley,Vitis_vinifera_cv_Merlot,no_value,9_18
HQ130328_1,coat_protein,03_Aug_2009,USA_California_Napa_Valley,Vitis_vinifera_cv_Merlot,no_value,9_25
HQ130329_1,coat_protein,03_Aug_2009,USA_California_Napa_Valley,Vitis_vinifera_cv_Merlot,no_value,9_33
HQ130330_1,coat_protein,21_Oct_2009,USA_California_Napa_Valley,Vitis_vinifera_cv_Merlot,no_value,9_1010
HQ130331_1,coat_protein,21_Oct_2009,USA_California_Napa_Valley,Vitis_vinifera_cv_Merlot,no_value,9_218
HQ130332_1,coat_protein,21_Oct_2009,USA_California_Napa_Valley,Vitis_vinifera_cv_Merlot,no_value,9_221
HQ185603_1,coat_protein,2008,USA,Vitis_californica_hybrid,no_value,no_value
HQ185604_1,coat_protein,2008,USA,Vitis_californica_hybrid,no_value,no_value
HQ185605_1,coat_protein,2008,USA,Vitis_vinifera_cv_Cabernet_Sauvignon,no_value,no_value
HQ185608_1,coat_protein,2008,USA,Vitis_vinifera_cv_Merlot,no_value,no_value
HQ401015_1,coat_protein,Feb_2009,Portugal,Vitis_vinifera_cultivar_Terrantez_da_Terceira,no_value,Terrantez_da_Terceira_2
HQ401016_1,coat_protein,Feb_2009,Portugal,Vitis_vinifera_cultivar_Trincadeira,no_value,Trincadeira_12
HQ401017_1,coat_protein,Jan_2008,Portugal,Vitis_vinifera_cultivar_Sevilhao,no_value,Sevilhao_1
HQ401018_1,coat_protein,Jan_2008,Portugal,Vitis_vinifera_cultivar_Carrega_Tinto,no_value,Carrega_Tinto_4b
HQ401019_1,coat_protein,Jan_2008,Portugal,Vitis_vinifera_cultivar_Touriga_Nacional,no_value,Touriga_Nacional_2
HQ676995_1,coat_protein,2008,USA,Vitis_californica,no_value,2008_114
HQ676996_1,coat_protein,2008,USA,Vitis_californica,no_value,2008_162
HQ676997_1,coat_protein,2008,USA,Vitis_californica,no_value,2008_163
HQ676998_1,coat_protein,2008,USA,Vitis_californica,no_value,2008_164
JF421762_1,coat_protein,25_Sep_2009,USA,Vitis_vinifera_cv_Pinot_Noir,no_value,11_15
JF421763_1,coat_protein,25_Sep_2009,USA,Vitis_vinifera_cv_Pinot_Noir,no_value,11_2
JF421764_1,coat_protein,25_Sep_2009,USA,Vitis_vinifera_cv_Pinot_Noir,no_value,11_7
JF421765_1,coat_protein,25_Sep_2009,USA,Vitis_vinifera_cv_Pinot_Noir,no_value,12_6
JF421766_1,coat_protein,25_Sep_2009,USA,Vitis_vinifera_cv_Pinot_Noir,no_value,13_1
JF421767_1,coat_protein,25_Sep_2009,USA,Vitis_vinifera_cv_Pinot_Noir,no_value,13_14
JF421768_1,coat_protein,25_Sep_2009,USA,Vitis_vinifera_cv_Pinot_Noir,no_value,13_15
JF421769_1,coat_protein,25_Sep_2009,USA,Vitis_vinifera_cv_Pinot_Noir,no_value,13_2
JF421770_1,coat_protein,25_Sep_2009,USA,Vitis_vinifera_cv_Pinot_Noir,no_value,13_3
JF421771_1,coat_protein,25_Sep_2009,USA,Vitis_vinifera_cv_Pinot_Noir,no_value,13_4
JF421772_1,coat_protein,25_Sep_2009,USA,Vitis_vinifera_cv_Pinot_Noir,no_value,13_5
JF421773_1,coat_protein,25_Sep_2009,USA,Vitis_vinifera_cv_Pinot_Noir,no_value,13_6
JF421774_1,coat_protein,25_Sep_2009,USA,Vitis_vinifera_cv_Pinot_Noir,no_value,13_9
JF421775_1,coat_protein,25_Sep_2009,USA,Vitis_vinifera_cv_Chardonnay,no_value,14_1
JF421776_1,coat_protein,25_Sep_2009,USA,Vitis_vinifera_cv_Chardonnay,no_value,14_10
JF421777_1,coat_protein,25_Sep_2009,USA,Vitis_vinifera_cv_Chardonnay,no_value,14_3
JF421778_1,coat_protein,25_Sep_2009,USA,Vitis_vinifera_cv_Chardonnay,no_value,14_4
JF421779_1,coat_protein,25_Sep_2009,USA,Vitis_vinifera_cv_Chardonnay,no_value,14_6
JF421780_1,coat_protein,25_Sep_2009,USA,Vitis_vinifera_cv_Cabernet_Sauvignon,no_value,15_1
JF421781_1,coat_protein,25_Sep_2009,USA,Vitis_vinifera_cv_Cabernet_Sauvignon,no_value,15_2
JF421782_1,coat_protein,25_Sep_2009,USA,Vitis_vinifera_cv_Cabernet_Sauvignon,no_value,15_4
JF421783_1,coat_protein,25_Sep_2009,USA,Vitis_vinifera_cv_Cabernet_Sauvignon,no_value,15_7
JF421784_1,coat_protein,25_Sep_2009,USA,Vitis_vinifera_cv_Chardonnay,no_value,16_12
JF421785_1,coat_protein,25_Sep_2009,USA,Vitis_vinifera_cv_Chardonnay,no_value,16_15
JF421786_1,coat_protein,25_Sep_2009,USA,Vitis_vinifera_cv_Chardonnay,no_value,16_5
JF421787_1,coat_protein,25_Sep_2009,USA,Vitis_vinifera_cv_Chardonnay,no_value,16_8
JF421788_1,coat_protein,25_Sep_2009,USA,Vitis_vinifera_cv_Chardonnay,no_value,16_9
JF421789_1,coat_protein,25_Sep_2009,USA,Vitis_vinifera_cv_Cabernet_Sauvignon,no_value,17_15
JF421790_1,coat_protein,25_Sep_2009,USA,Vitis_vinifera_cv_Cabernet_Sauvignon,no_value,17_2
JF421791_1,coat_protein,25_Sep_2009,USA,Vitis_vinifera_cv_Cabernet_Sauvignon,no_value,17_3
JF421792_1,coat_protein,25_Sep_2009,USA,Vitis_vinifera_cv_Cabernet_Sauvignon,no_value,17_4
JF421793_1,coat_protein,25_Sep_2009,USA,Vitis_vinifera_cv_Cabernet_Sauvignon,no_value,17_7
JF421794_1,coat_protein,25_Sep_2009,USA,Vitis_vinifera_cv_Cabernet_Sauvignon,no_value,17_8
JF421795_1,coat_protein,25_Sep_2009,USA,Vitis_vinifera_cv_Cabernet_Franc,no_value,19_1
JF421796_1,coat_protein,25_Sep_2009,USA,Vitis_vinifera_cv_Cabernet_Franc,no_value,19_10
JF421797_1,coat_protein,25_Sep_2009,USA,Vitis_vinifera_cv_Cabernet_Franc,no_value,19_11
JF421798_1,coat_protein,25_Sep_2009,USA,Vitis_vinifera_cv_Cabernet_Franc,no_value,19_13
JF421799_1,coat_protein,25_Sep_2009,USA,Vitis_vinifera_cv_Cabernet_Franc,no_value,19_14
JF421800_1,coat_protein,25_Sep_2009,USA,Vitis_vinifera_cv_Cabernet_Franc,no_value,19_15
JF421801_1,coat_protein,25_Sep_2009,USA,Vitis_vinifera_cv_Cabernet_Franc,no_value,19_2
JF421802_1,coat_protein,25_Sep_2009,USA,Vitis_vinifera_cv_Cabernet_Franc,no_value,19_3
JF421803_1,coat_protein,25_Sep_2009,USA,Vitis_vinifera_cv_Cabernet_Franc,no_value,19_5
JF421804_1,coat_protein,25_Sep_2009,USA,Vitis_vinifera_cv_Cabernet_Franc,no_value,19_6
JF421805_1,coat_protein,25_Sep_2009,USA,Vitis_vinifera_cv_Cabernet_Franc,no_value,19_7
JF421806_1,coat_protein,25_Sep_2009,USA,Vitis_vinifera_cv_Cabernet_Sauvignon,no_value,20_1
JF421807_1,coat_protein,25_Sep_2009,USA,Vitis_vinifera_cv_Cabernet_Sauvignon,no_value,20_10
JF421808_1,coat_protein,25_Sep_2009,USA,Vitis_vinifera_cv_Cabernet_Sauvignon,no_value,20_11
JF421809_1,coat_protein,25_Sep_2009,USA,Vitis_vinifera_cv_Cabernet_Sauvignon,no_value,20_12
JF421810_1,coat_protein,25_Sep_2009,USA,Vitis_vinifera_cv_Cabernet_Sauvignon,no_value,20_13
JF421811_1,coat_protein,25_Sep_2009,USA,Vitis_vinifera_cv_Cabernet_Sauvignon,no_value,20_2
JF421812_1,coat_protein,25_Sep_2009,USA,Vitis_vinifera_cv_Cabernet_Sauvignon,no_value,20_3
JF421813_1,coat_protein,25_Sep_2009,USA,Vitis_vinifera_cv_Cabernet_Sauvignon,no_value,20_4
JF421814_1,coat_protein,25_Sep_2009,USA,Vitis_vinifera_cv_Cabernet_Sauvignon,no_value,20_5
JF421815_1,coat_protein,25_Sep_2009,USA,Vitis_vinifera_cv_Cabernet_Sauvignon,no_value,20_8
JF421816_1,coat_protein,25_Sep_2009,USA,Vitis_vinifera_cv_Cabernet_Sauvignon,no_value,20_9
JF421817_1,coat_protein,09_Oct_2009,USA,Vitis_vinifera_cv_Merlot,no_value,21_11
JF421818_1,coat_protein,09_Oct_2009,USA,Vitis_vinifera_cv_Merlot,no_value,21_12
JF421819_1,coat_protein,09_Oct_2009,USA,Vitis_vinifera_cv_Merlot,no_value,21_13
JF421820_1,coat_protein,09_Oct_2009,USA,Vitis_vinifera_cv_Merlot,no_value,21_14
JF421821_1,coat_protein,09_Oct_2009,USA,Vitis_vinifera_cv_Merlot,no_value,21_9
JF421822_1,coat_protein,09_Oct_2009,USA,Vitis_vinifera_cv_Merlot,no_value,22_1
JF421823_1,coat_protein,09_Oct_2009,USA,Vitis_vinifera_cv_Merlot,no_value,22_10
JF421824_1,coat_protein,09_Oct_2009,USA,Vitis_vinifera_cv_Merlot,no_value,22_11
JF421825_1,coat_protein,09_Oct_2009,USA,Vitis_vinifera_cv_Merlot,no_value,22_12
JF421826_1,coat_protein,09_Oct_2009,USA,Vitis_vinifera_cv_Merlot,no_value,22_14
JF421827_1,coat_protein,09_Oct_2009,USA,Vitis_vinifera_cv_Merlot,no_value,22_15
JF421828_1,coat_protein,09_Oct_2009,USA,Vitis_vinifera_cv_Merlot,no_value,22_2
JF421829_1,coat_protein,09_Oct_2009,USA,Vitis_vinifera_cv_Merlot,no_value,22_3
JF421830_1,coat_protein,09_Oct_2009,USA,Vitis_vinifera_cv_Merlot,no_value,22_4
JF421831_1,coat_protein,09_Oct_2009,USA,Vitis_vinifera_cv_Merlot,no_value,22_6
JF421832_1,coat_protein,09_Oct_2009,USA,Vitis_vinifera_cv_Merlot,no_value,22_8
JF421833_1,coat_protein,09_Oct_2009,USA,Vitis_vinifera_cv_Merlot,no_value,22_9
JF421834_1,coat_protein,09_Oct_2009,USA,Vitis_vinifera_cv_Cabernet_Franc,no_value,23_1
JF421835_1,coat_protein,09_Oct_2009,USA,Vitis_vinifera_cv_Cabernet_Franc,no_value,23_2
JF421836_1,coat_protein,09_Oct_2009,USA,Vitis_vinifera_cv_Cabernet_Franc,no_value,23_3
JF421837_1,coat_protein,09_Oct_2009,USA,Vitis_vinifera_cv_Merlot,no_value,24_1
JF421838_1,coat_protein,09_Oct_2009,USA,Vitis_vinifera_cv_Merlot,no_value,24_11
JF421839_1,coat_protein,09_Oct_2009,USA,Vitis_vinifera_cv_Merlot,no_value,24_2
JF421840_1,coat_protein,09_Oct_2009,USA,Vitis_vinifera_cv_Merlot,no_value,24_5
JF421841_1,coat_protein,09_Oct_2009,USA,Vitis_vinifera_cv_Merlot,no_value,24_6
JF421842_1,coat_protein,09_Oct_2009,USA,Vitis_vinifera_cv_Merlot,no_value,24_7
JF421843_1,coat_protein,09_Oct_2009,USA,Vitis_vinifera_cv_Merlot,no_value,24_8
JF421844_1,coat_protein,09_Oct_2009,USA,Vitis_vinifera_cv_Merlot,no_value,25_1
JF421845_1,coat_protein,09_Oct_2009,USA,Vitis_vinifera_cv_Merlot,no_value,25_10
JF421846_1,coat_protein,09_Oct_2009,USA,Vitis_vinifera_cv_Merlot,no_value,25_3
JF421847_1,coat_protein,09_Oct_2009,USA,Vitis_vinifera_cv_Merlot,no_value,25_4
JF421848_1,coat_protein,09_Oct_2009,USA,Vitis_vinifera_cv_Merlot,no_value,25_5
JF421849_1,coat_protein,09_Oct_2009,USA,Vitis_vinifera_cv_Merlot,no_value,25_9
JF421850_1,coat_protein,09_Oct_2009,USA,Vitis_vinifera_cv_Cabernet_Sauvignon,no_value,26_1
JF421851_1,coat_protein,09_Oct_2009,USA,Vitis_vinifera_cv_Cabernet_Sauvignon,no_value,26_11
JF421852_1,coat_protein,09_Oct_2009,USA,Vitis_vinifera_cv_Cabernet_Sauvignon,no_value,26_12
JF421853_1,coat_protein,09_Oct_2009,USA,Vitis_vinifera_cv_Cabernet_Sauvignon,no_value,26_3
JF421854_1,coat_protein,09_Oct_2009,USA,Vitis_vinifera_cv_Cabernet_Sauvignon,no_value,26_9
JF421855_1,coat_protein,09_Oct_2009,USA,Vitis_vinifera_cv_Merlot,no_value,27_9
JF421856_1,coat_protein,09_Oct_2009,USA,Vitis_vinifera_cv_Cabernet_Sauvignon,no_value,29_1
JF421857_1,coat_protein,09_Oct_2009,USA,Vitis_vinifera_cv_Cabernet_Sauvignon,no_value,29_10
JF421858_1,coat_protein,09_Oct_2009,USA,Vitis_vinifera_cv_Cabernet_Sauvignon,no_value,29_4
JF421859_1,coat_protein,09_Oct_2009,USA,Vitis_vinifera_cv_Cabernet_Sauvignon,no_value,29_5
JF421860_1,coat_protein,09_Oct_2009,USA,Vitis_vinifera_cv_Cabernet_Sauvignon,no_value,29_6
JF421861_1,coat_protein,09_Oct_2009,USA,Vitis_vinifera_cv_Cabernet_Sauvignon,no_value,29_7
JF421862_1,coat_protein,09_Oct_2009,USA,Vitis_vinifera_cv_Cabernet_Sauvignon,no_value,29_9
JF421863_1,coat_protein,09_Oct_2009,USA,Vitis_vinifera_cv_Cabernet_Sauvignon,no_value,30_10
JF421864_1,coat_protein,09_Oct_2009,USA,Vitis_vinifera_cv_Cabernet_Sauvignon,no_value,30_2
JF421865_1,coat_protein,09_Oct_2009,USA,Vitis_vinifera_cv_Cabernet_Sauvignon,no_value,30_4
JF421866_1,coat_protein,09_Oct_2009,USA,Vitis_vinifera_cv_Cabernet_Sauvignon,no_value,30_5
JF421867_1,coat_protein,09_Oct_2009,USA,Vitis_vinifera_cv_Cabernet_Sauvignon,no_value,30_8
JF421868_1,coat_protein,09_Oct_2009,USA,Vitis_vinifera_cv_Cabernet_Sauvignon,no_value,30_9
JF421869_1,coat_protein,22_Oct_2009,USA,Vitis_vinifera_cv_Merlot,no_value,32_11
JF421870_1,coat_protein,22_Oct_2009,USA,Vitis_vinifera_cv_Merlot,no_value,32_13
JF421871_1,coat_protein,22_Oct_2009,USA,Vitis_vinifera_cv_Merlot,no_value,32_14
JF421872_1,coat_protein,22_Oct_2009,USA,Vitis_vinifera_cv_Merlot,no_value,32_15
JF421873_1,coat_protein,22_Oct_2009,USA,Vitis_vinifera_cv_Merlot,no_value,32_2
JF421874_1,coat_protein,22_Oct_2009,USA,Vitis_vinifera_cv_Merlot,no_value,32_6
JF421875_1,coat_protein,22_Oct_2009,USA,Vitis_vinifera_cv_Merlot,no_value,32_9
JF421876_1,coat_protein,22_Oct_2009,USA,Vitis_vinifera_cv_Cabernet_Sauvignon,no_value,34_1
JF421877_1,coat_protein,22_Oct_2009,USA,Vitis_vinifera_cv_Cabernet_Sauvignon,no_value,34_10
JF421878_1,coat_protein,22_Oct_2009,USA,Vitis_vinifera_cv_Cabernet_Sauvignon,no_value,34_11
JF421879_1,coat_protein,22_Oct_2009,USA,Vitis_vinifera_cv_Cabernet_Sauvignon,no_value,34_2
JF421880_1,coat_protein,22_Oct_2009,USA,Vitis_vinifera_cv_Cabernet_Sauvignon,no_value,34_7
JF421881_1,coat_protein,22_Oct_2009,USA,Vitis_vinifera_cv_Cabernet_Sauvignon,no_value,35_11
JF421882_1,coat_protein,22_Oct_2009,USA,Vitis_vinifera_cv_Cabernet_Sauvignon,no_value,35_12
JF421883_1,coat_protein,22_Oct_2009,USA,Vitis_vinifera_cv_Cabernet_Sauvignon,no_value,35_13
JF421884_1,coat_protein,22_Oct_2009,USA,Vitis_vinifera_cv_Cabernet_Sauvignon,no_value,35_14
JF421885_1,coat_protein,22_Oct_2009,USA,Vitis_vinifera_cv_Cabernet_Sauvignon,no_value,35_15
JF421886_1,coat_protein,22_Oct_2009,USA,Vitis_vinifera_cv_Cabernet_Sauvignon,no_value,35_6
JF421887_1,coat_protein,22_Oct_2009,USA,Vitis_vinifera_cv_Cabernet_Sauvignon,no_value,35_8
JF421888_1,coat_protein,22_Oct_2009,USA,Vitis_vinifera_cv_Cabernet_Sauvignon,no_value,36_1
JF421889_1,coat_protein,22_Oct_2009,USA,Vitis_vinifera_cv_Cabernet_Sauvignon,no_value,36_13
JF421890_1,coat_protein,22_Oct_2009,USA,Vitis_vinifera_cv_Cabernet_Sauvignon,no_value,36_5
JF421891_1,coat_protein,22_Oct_2009,USA,Vitis_vinifera_cv_Cabernet_Sauvignon,no_value,37_10
JF421892_1,coat_protein,22_Oct_2009,USA,Vitis_vinifera_cv_Cabernet_Sauvignon,no_value,37_11
JF421893_1,coat_protein,22_Oct_2009,USA,Vitis_vinifera_cv_Cabernet_Sauvignon,no_value,37_12
JF421894_1,coat_protein,22_Oct_2009,USA,Vitis_vinifera_cv_Cabernet_Sauvignon,no_value,37_13
JF421895_1,coat_protein,22_Oct_2009,USA,Vitis_vinifera_cv_Cabernet_Sauvignon,no_value,37_14
JF421896_1,coat_protein,22_Oct_2009,USA,Vitis_vinifera_cv_Cabernet_Sauvignon,no_value,37_15
JF421897_1,coat_protein,22_Oct_2009,USA,Vitis_vinifera_cv_Cabernet_Sauvignon,no_value,37_3
JF421898_1,coat_protein,22_Oct_2009,USA,Vitis_vinifera_cv_Cabernet_Sauvignon,no_value,37_4
JF421899_1,coat_protein,22_Oct_2009,USA,Vitis_vinifera_cv_Cabernet_Sauvignon,no_value,37_5
JF421900_1,coat_protein,22_Oct_2009,USA,Vitis_vinifera_cv_Cabernet_Sauvignon,no_value,37_6
JF421901_1,coat_protein,22_Oct_2009,USA,Vitis_vinifera_cv_Cabernet_Sauvignon,no_value,37_7
JF421902_1,coat_protein,22_Oct_2009,USA,Vitis_vinifera_cv_Cabernet_Sauvignon,no_value,37_9
JF421903_1,coat_protein,22_Oct_2009,USA,Vitis_vinifera_cv_Cabernet_Sauvignon,no_value,38_1
JF421904_1,coat_protein,22_Oct_2009,USA,Vitis_vinifera_cv_Cabernet_Sauvignon,no_value,38_10
JF421905_1,coat_protein,22_Oct_2009,USA,Vitis_vinifera_cv_Cabernet_Sauvignon,no_value,38_11
JF421906_1,coat_protein,22_Oct_2009,USA,Vitis_vinifera_cv_Cabernet_Sauvignon,no_value,38_12
JF421907_1,coat_protein,22_Oct_2009,USA,Vitis_vinifera_cv_Cabernet_Sauvignon,no_value,38_13
JF421908_1,coat_protein,22_Oct_2009,USA,Vitis_vinifera_cv_Cabernet_Sauvignon,no_value,38_14
JF421909_1,coat_protein,22_Oct_2009,USA,Vitis_vinifera_cv_Cabernet_Sauvignon,no_value,38_15
JF421910_1,coat_protein,22_Oct_2009,USA,Vitis_vinifera_cv_Cabernet_Sauvignon,no_value,38_2
JF421911_1,coat_protein,22_Oct_2009,USA,Vitis_vinifera_cv_Cabernet_Sauvignon,no_value,38_3
JF421912_1,coat_protein,22_Oct_2009,USA,Vitis_vinifera_cv_Cabernet_Sauvignon,no_value,38_4
